drive,frame,baseline_idx,baseline_score,baseline_x,baseline_y,baseline_z,matched,warm_idx,warm_score,iou,center_dist,warm_x,warm_y,warm_z,n_carried_over,n_freshly_refilled
2011_09_26_drive_0001_sync,0000000000,0,0.8281156420707703,25.189311981201172,8.581962585449219,-1.6370322704315186,True,7,0.8281156420707703,1.000000238418579,0.0,25.189311981201172,8.581962585449219,-1.6370322704315186,0,0
2011_09_26_drive_0001_sync,0000000000,1,0.5092338919639587,42.61431884765625,7.407992362976074,-1.456986665725708,True,22,0.5092338919639587,1.0,0.0,42.61431884765625,7.407992362976074,-1.456986665725708,0,0
2011_09_26_drive_0001_sync,0000000000,2,0.7618128657341003,33.4407958984375,7.9200215339660645,-1.738966464996338,True,51,0.7618128657341003,0.9999998211860657,0.0,33.4407958984375,7.9200215339660645,-1.738966464996338,0,0
2011_09_26_drive_0001_sync,0000000001,0,0.3668552041053772,32.00936508178711,7.475829124450684,-1.76702880859375,True,20,0.2339385598897934,0.8073959946632385,0.11690408736467361,31.92786407470703,7.558012008666992,-1.7505933046340942,3172,924
2011_09_26_drive_0001_sync,0000000001,1,0.5543375611305237,41.49570846557617,7.5351176261901855,-1.6307120323181152,True,24,0.3818168640136719,0.8798618912696838,0.06445528566837311,41.50821304321289,7.57220458984375,-1.5794999599456787,3172,924
2011_09_26_drive_0001_sync,0000000001,2,0.36533302068710327,21.3790283203125,15.90073013305664,-0.9728602170944214,True,36,0.22321930527687073,0.832524299621582,0.1581784039735794,21.289228439331055,15.79672622680664,-1.051215648651123,3172,924
2011_09_26_drive_0001_sync,0000000001,3,0.7760445475578308,23.821434020996094,8.688435554504395,-1.5695985555648804,True,67,0.6579271554946899,0.8312843441963196,0.13469333946704865,23.919357299804688,8.625083923339844,-1.6369773149490356,3172,924
2011_09_26_drive_0001_sync,0000000002,0,0.6845588088035583,22.496492385864258,8.637484550476074,-1.6023612022399902,True,77,0.6559727787971497,0.8879151344299316,0.1680089831352234,22.523143768310547,8.633255958557129,-1.7681889533996582,3045,1051
2011_09_26_drive_0001_sync,0000000002,1,0.6403313279151917,30.764938354492188,8.230831146240234,-1.8251906633377075,True,34,0.679985761642456,0.817392885684967,0.13600972294807434,30.6385440826416,8.238910675048828,-1.7756139039993286,3045,1051
2011_09_26_drive_0001_sync,0000000002,2,0.47294262051582336,39.92009735107422,7.139434337615967,-1.665832757949829,True,73,0.4656911790370941,0.8665995001792908,0.08208970725536346,39.92241287231445,7.061517715454102,-1.6915690898895264,3045,1051
2011_09_26_drive_0001_sync,0000000003,0,0.8932310342788696,21.113855361938477,8.726282119750977,-1.7142407894134521,True,87,0.8428792357444763,0.9078219532966614,0.05852033942937851,21.127979278564453,8.674996376037598,-1.689849853515625,3053,1043
2011_09_26_drive_0001_sync,0000000003,1,0.48610106110572815,45.44639205932617,6.288912296295166,-1.680220127105713,True,18,0.3208337724208832,0.900009274482727,0.05815018340945244,45.49617385864258,6.309454917907715,-1.6582834720611572,3053,1043
2011_09_26_drive_0001_sync,0000000003,2,0.7338807582855225,29.3187313079834,7.906735897064209,-1.9023555517196655,True,78,0.7190448045730591,0.7287465929985046,0.19755850732326508,29.348777770996094,8.096037864685059,-1.854487657546997,3053,1043
2011_09_26_drive_0001_sync,0000000004,0,0.8172647953033447,19.75916290283203,8.806441307067871,-1.707251787185669,True,7,0.7614222764968872,0.8546003103256226,0.1316014677286148,19.815628051757812,8.768606185913086,-1.8199422359466553,3091,1005
2011_09_26_drive_0001_sync,0000000004,1,0.7205445170402527,37.37213134765625,7.453200817108154,-1.6482722759246826,True,46,0.66285640001297,0.9255239963531494,0.074070043861866,37.300628662109375,7.443082332611084,-1.6647450923919678,3091,1005
2011_09_26_drive_0001_sync,0000000004,2,0.882334291934967,28.162277221679688,8.137608528137207,-1.9076000452041626,True,87,0.7541319727897644,0.6752302050590515,0.27167558670043945,28.205442428588867,7.870244026184082,-1.8861382007598877,3091,1005
2011_09_26_drive_0001_sync,0000000005,0,0.5359342098236084,35.90731430053711,7.609724044799805,-1.595177412033081,True,11,0.6698097586631775,0.815808892250061,0.1990741640329361,36.089900970458984,7.688621997833252,-1.6034082174301147,2960,1136
2011_09_26_drive_0001_sync,0000000005,1,0.8726440668106079,18.35086441040039,8.785945892333984,-1.5802385807037354,True,66,0.8639556169509888,0.8878459334373474,0.0953289344906807,18.440296173095703,8.813791275024414,-1.5979642868041992,2960,1136
2011_09_26_drive_0001_sync,0000000005,2,0.8662533760070801,26.643945693969727,8.2142915725708,-1.797212839126587,True,63,0.8588021993637085,0.8709522485733032,0.12649117410182953,26.7537899017334,8.236186981201172,-1.8559908866882324,2960,1136
2011_09_26_drive_0001_sync,0000000006,0,0.6924287676811218,34.56719207763672,7.979795455932617,-1.6481927633285522,True,49,0.7850838899612427,0.822685182094574,0.15243202447891235,34.57154083251953,7.82742977142334,-1.6493366956710815,3114,982
2011_09_26_drive_0001_sync,0000000006,1,0.8834019899368286,17.082544326782227,8.808485984802246,-1.66526198387146,True,86,0.8877143859863281,0.8960635662078857,0.0810776874423027,17.038257598876953,8.871365547180176,-1.6396019458770752,3114,982
2011_09_26_drive_0001_sync,0000000006,2,0.7419902682304382,25.454782485961914,8.325282096862793,-1.7763721942901611,True,95,0.7714455723762512,0.8879768252372742,0.0817398950457573,25.44265365600586,8.25736141204834,-1.7325420379638672,3114,982
2011_09_26_drive_0001_sync,0000000007,0,0.8613219261169434,23.89423370361328,8.339245796203613,-1.8361634016036987,True,35,0.8769676089286804,0.8604384064674377,0.09035762399435043,23.858579635620117,8.402456283569336,-1.7823328971862793,3030,1066
