drive,frame,baseline_idx,baseline_score,baseline_x,baseline_y,baseline_z,matched,warm_idx,warm_score,iou,center_dist,warm_x,warm_y,warm_z,n_carried_over,n_freshly_refilled
2011_09_26_drive_0001_sync,0000000000,0,0.8281156420707703,25.189311981201172,8.581962585449219,-1.6370322704315186,True,7,0.8281156420707703,1.000000238418579,0.0,25.189311981201172,8.581962585449219,-1.6370322704315186,0,0
2011_09_26_drive_0001_sync,0000000000,1,0.5092338919639587,42.61431884765625,7.407992362976074,-1.456986665725708,True,22,0.5092338919639587,1.0,0.0,42.61431884765625,7.407992362976074,-1.456986665725708,0,0
2011_09_26_drive_0001_sync,0000000000,2,0.7618128657341003,33.4407958984375,7.9200215339660645,-1.738966464996338,True,51,0.7618128657341003,0.9999998211860657,0.0,33.4407958984375,7.9200215339660645,-1.738966464996338,0,0
2011_09_26_drive_0001_sync,0000000001,0,0.3668552041053772,32.00936508178711,7.475829124450684,-1.76702880859375,True,84,0.2573283612728119,0.7419602274894714,0.20238324999809265,31.856719970703125,7.348171234130859,-1.8039329051971436,2574,1522
2011_09_26_drive_0001_sync,0000000001,1,0.5543375611305237,41.49570846557617,7.5351176261901855,-1.6307120323181152,True,92,0.6710472702980042,0.7189486026763916,0.03907148912549019,41.51266860961914,7.56912899017334,-1.639776349067688,2574,1522
2011_09_26_drive_0001_sync,0000000001,2,0.36533302068710327,21.3790283203125,15.90073013305664,-0.9728602170944214,True,81,0.07256530225276947,0.8515934944152832,0.13805867731571198,21.277183532714844,15.80752182006836,-0.972640335559845,2574,1522
2011_09_26_drive_0001_sync,0000000001,3,0.7760445475578308,23.821434020996094,8.688435554504395,-1.5695985555648804,True,58,0.6542708277702332,0.8403964042663574,0.1555447280406952,23.925813674926758,8.610486030578613,-1.6545863151550293,2574,1522
2011_09_26_drive_0001_sync,0000000002,0,0.6845588088035583,22.496492385864258,8.637484550476074,-1.6023612022399902,True,76,0.8014737367630005,0.8737478256225586,0.10191039741039276,22.41516876220703,8.633320808410645,-1.6636381149291992,2593,1503
2011_09_26_drive_0001_sync,0000000002,1,0.6403313279151917,30.764938354492188,8.230831146240234,-1.8251906633377075,True,59,0.7850654721260071,0.7768116593360901,0.19344794750213623,30.71416664123535,8.044184684753418,-1.827917218208313,2593,1503
2011_09_26_drive_0001_sync,0000000002,2,0.47294262051582336,39.92009735107422,7.139434337615967,-1.665832757949829,True,91,0.5323060154914856,0.7491720914840698,0.1976880580186844,40.09254455566406,7.10304594039917,-1.5762871503829956,2593,1503
2011_09_26_drive_0001_sync,0000000003,0,0.8932310342788696,21.113855361938477,8.726282119750977,-1.7142407894134521,True,78,0.7391869425773621,0.8923947811126709,0.0998019352555275,21.09578514099121,8.74502182006836,-1.8105876445770264,2597,1499
2011_09_26_drive_0001_sync,0000000003,1,0.48610106110572815,45.44639205932617,6.288912296295166,-1.680220127105713,True,20,0.4464547634124756,0.9303331971168518,0.05373392999172211,45.486820220947266,6.2555928230285645,-1.66827392578125,2597,1499
2011_09_26_drive_0001_sync,0000000003,2,0.7338807582855225,29.3187313079834,7.906735897064209,-1.9023555517196655,True,72,0.6844940185546875,0.8293062448501587,0.1263294368982315,29.41086196899414,7.974075794219971,-1.8481669425964355,2597,1499
2011_09_26_drive_0001_sync,0000000004,0,0.8172647953033447,19.75916290283203,8.806441307067871,-1.707251787185669,True,33,0.8086467385292053,0.9244421124458313,0.0342363566160202,19.781890869140625,8.783286094665527,-1.7181789875030518,2575,1521
2011_09_26_drive_0001_sync,0000000004,1,0.7205445170402527,37.37213134765625,7.453200817108154,-1.6482722759246826,True,72,0.6796075105667114,0.8921958804130554,0.06575268507003784,37.32602310180664,7.415968894958496,-1.676754355430603,2575,1521
2011_09_26_drive_0001_sync,0000000004,2,0.882334291934967,28.162277221679688,8.137608528137207,-1.9076000452041626,True,69,0.7726616859436035,0.7648335099220276,0.10934634506702423,28.177997589111328,8.059767723083496,-1.9827685356140137,2575,1521
2011_09_26_drive_0001_sync,0000000005,0,0.5359342098236084,35.90731430053711,7.609724044799805,-1.595177412033081,True,58,0.6598177552223206,0.8669251799583435,0.06562367081642151,35.87013626098633,7.622048854827881,-1.5425242185592651,2532,1564
2011_09_26_drive_0001_sync,0000000005,1,0.8726440668106079,18.35086441040039,8.785945892333984,-1.5802385807037354,True,66,0.8864195942878723,0.9363011121749878,0.07806263118982315,18.352609634399414,8.782054901123047,-1.6581846475601196,2532,1564
2011_09_26_drive_0001_sync,0000000005,2,0.8662533760070801,26.643945693969727,8.2142915725708,-1.797212839126587,True,60,0.8750178217887878,0.8718025088310242,0.07039603590965271,26.65688705444336,8.249826431274414,-1.737837791442871,2532,1564
2011_09_26_drive_0001_sync,0000000006,0,0.6924287676811218,34.56719207763672,7.979795455932617,-1.6481927633285522,True,18,0.7630955576896667,0.7401458024978638,0.1999131441116333,34.64855194091797,7.798766613006592,-1.6242262125015259,2619,1477
2011_09_26_drive_0001_sync,0000000006,1,0.8834019899368286,17.082544326782227,8.808485984802246,-1.66526198387146,True,44,0.9000059366226196,0.8878882527351379,0.0664646327495575,17.028432846069336,8.816971778869629,-1.7029114961624146,2619,1477
2011_09_26_drive_0001_sync,0000000006,2,0.7419902682304382,25.454782485961914,8.325282096862793,-1.7763721942901611,True,43,0.832077145576477,0.9053654074668884,0.07475464046001434,25.496484756469727,8.265780448913574,-1.793942928314209,2619,1477
2011_09_26_drive_0001_sync,0000000007,0,0.8613219261169434,23.89423370361328,8.339245796203613,-1.8361634016036987,True,66,0.8490812182426453,0.8982436656951904,0.07569728046655655,23.96302032470703,8.33919620513916,-1.8677620887756348,2567,1529
